id,temperatura,ph,value_R,value_R_desv,value_G,value_G_desv,value_B,value_B_desv,value_I,value_I_desv,photo_src,date,lectura_id,nombre,cluster,fase
103,26.625,9.042839,12.618656,15.98920587131406,93.158912,27.33517402498576,41.818144,4.918938173393116,68.611376,21.144789887502405,photos/2025/02/16/photo_20250216_040002.jpg,2025-02-16 04:00:13,4,Cultivo1,0,Exponential
104,26.5,8.971224,12.600384,15.782100109162151,90.96968,26.825164169070803,40.561872,4.867109517212859,66.94128,20.77291101318253,photos/2025/02/16/photo_20250216_050002.jpg,2025-02-16 05:00:13,5,Cultivo1,0,Exponential
105,26.4375,9.036328,12.836736,15.75746849801249,92.41584,27.015638232223942,41.321488,4.89752272749234,68.044512,20.872217771043307,photos/2025/02/16/photo_20250216_060002.jpg,2025-02-16 06:00:13,6,Cultivo1,0,Exponential
106,26.3125,9.016797,10.521056,15.200502562630753,89.680384,26.378506205100848,40.122384,4.424089131659081,65.819744,20.280934588289167,photos/2025/02/16/photo_20250216_070002.jpg,2025-02-16 07:00:13,7,Cultivo1,0,Exponential
107,26.1875,9.026563,10.922064,15.584309836517496,89.94008,26.7778698479472,40.555632,4.669662726568591,66.147472,20.66558869253949,photos/2025/02/16/photo_20250216_080002.jpg,2025-02-16 08:00:13,8,Cultivo1,0,Exponential
108,26.0625,9.179558,11.403168,16.08348187495929,91.094992,27.103556971732253,41.483184,4.562148568796943,67.157488,20.98187211689786,photos/2025/02/16/photo_20250216_090002.jpg,2025-02-16 09:00:13,9,Cultivo1,0,Exponential
109,26.0,9.195833,11.965264,16.571257541280804,90.760736,27.56523899294733,41.287888,4.749574445179694,66.968576,21.42813413557569,photos/2025/02/16/photo_20250216_100002.jpg,2025-02-16 10:00:13,10,Cultivo1,0,Exponential
110,25.9375,9.208855,12.169824,16.148115590839197,90.93368,27.32776525180205,42.016336,4.755556729660998,67.321744,21.177543219138144,photos/2025/02/16/photo_20250216_110002.jpg,2025-02-16 11:00:13,11,Cultivo1,0,Exponential
111,25.9375,9.104688,12.346048,16.342340499096693,90.32736,27.366161941901897,41.240672,4.789568120582064,66.742432,21.244553060146405,photos/2025/02/16/photo_20250216_120002.jpg,2025-02-16 12:00:13,12,Cultivo1,0,Exponential
112,26.0625,9.042839,12.232912,17.82124555696554,92.40656,28.84680732709254,43.485344,4.951865103196573,68.636752,22.58162516052589,photos/2025/02/16/photo_20250216_130002.jpg,2025-02-16 13:00:13,13,Cultivo1,0,Exponential
113,26.25,9.101433,11.579392,16.213010973272546,89.247648,27.35002183670236,41.282112,4.685892114671015,66.049408,21.20592423945573,photos/2025/02/16/photo_20250216_140002.jpg,2025-02-16 14:00:13,14,Cultivo1,0,Exponential
114,26.4375,9.049349,11.533696,16.07704221916258,89.201328,27.018700395030404,41.090208,4.618917684867744,65.961504,20.94325948982116,photos/2025/02/16/photo_20250216_150002.jpg,2025-02-16 15:00:13,15,Cultivo1,0,Exponential
115,26.625,9.085156,10.137776,15.801081244874858,87.535936,27.123529058806195,39.865808,4.363749966923403,64.459072,20.908828491783463,photos/2025/02/16/photo_20250216_160002.jpg,2025-02-16 16:00:13,16,Cultivo1,1,Stationary
116,26.6875,9.147005,12.256,15.989193310451157,89.784,27.22683499784725,41.520032,4.7961718067642245,66.508192,21.0820487830556,photos/2025/02/16/photo_20250216_170002.jpg,2025-02-16 17:00:13,17,Cultivo1,0,Exponential
